# CHICKEN
# Cumulative thawing degree days starting March 1 from ACIS, gaps filled from climatology
# Excluded years (more than 10 days of missing data): 1980, 1981, 1982, 1983, 1984, 1985, 1986, 1987, 1988, 1989, 1990, 1991, 1992, 1993, 1994, 1995, 1996, 1997
#
d_since_march1,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.50,0.00,0.00,0.00
24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,0.00,0.00,0.00
25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,0.00,0.00,0.00
26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,0.00,0.00,0.00
27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,16.50,0.00,0.00,0.00
28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,20.50,0.00,0.00,0.00
29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.50,0.00,0.00,20.50,0.00,0.00,0.00
30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.00,0.00,0.00,20.50,0.00,0.00,0.00
31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.50,0.00,0.00,20.50,0.00,0.00,0.00
32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.50,0.00,0.00,21.50,0.00,0.00,0.00
33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.00,0.00,0.00,21.50,0.00,0.00,0.00
34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.00,0.00,0.00,21.50,0.00,0.00,0.00
35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.50,0.00,0.00,21.50,0.00,0.00,0.00
36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34.00,0.00,0.00,21.50,0.00,0.00,0.00
37,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,1.00,0.00,0.00,0.00,35.00,0.00,0.00,21.50,0.00,0.00,0.00
38,0.50,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,2.00,0.50,0.00,0.00,0.00,3.50,0.00,0.00,0.00,35.00,0.00,0.00,21.50,0.00,0.00,0.00
39,0.50,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,4.00,0.50,0.00,0.00,0.00,3.50,0.00,0.00,0.00,36.50,0.00,0.00,22.50,0.00,0.00,0.00
40,0.50,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,6.50,0.50,0.00,0.00,0.00,3.50,0.00,0.00,0.00,44.00,0.00,0.00,27.00,0.00,0.00,0.00
41,0.50,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,8.00,0.50,0.00,0.00,0.00,3.50,0.00,0.00,0.00,49.50,0.00,0.00,31.50,0.00,0.00,0.00
42,4.50,0.00,0.00,3.50,0.00,0.00,2.00,0.00,0.00,9.50,0.50,0.00,0.00,0.00,5.00,0.00,0.00,0.00,54.50,0.00,6.50,36.00,0.00,0.00,0.00
43,4.50,0.00,0.00,3.50,0.00,0.50,2.00,0.00,0.00,9.50,0.50,0.00,0.00,0.00,13.00,0.00,0.00,0.00,54.50,0.00,11.00,42.50,0.00,0.00,0.00
44,7.00,0.00,0.00,4.00,0.00,4.00,2.00,0.00,0.00,9.50,0.50,0.00,0.00,0.00,17.00,0.00,0.00,0.00,54.50,0.00,11.50,44.00,0.00,0.00,0.00
45,16.00,0.00,0.00,6.50,0.00,4.00,2.00,0.00,0.00,9.50,0.50,0.00,0.00,0.00,17.50,0.00,4.50,0.00,54.50,0.00,11.50,44.00,1.00,1.00,0.00
46,24.00,0.00,0.00,6.50,0.00,4.50,2.00,0.00,0.00,9.50,0.50,0.00,0.00,0.00,21.00,0.00,8.50,0.00,60.00,0.00,11.50,44.00,9.50,1.00,0.00
47,31.00,0.00,0.00,6.50,0.00,7.00,2.00,0.00,0.00,9.50,0.50,0.00,0.00,0.00,25.50,0.00,11.50,0.00,64.00,0.00,11.50,44.50,12.00,3.00,0.00
48,40.50,7.00,0.00,6.50,0.00,7.00,2.00,0.00,0.00,10.50,0.50,0.00,3.00,0.00,34.00,0.00,16.50,0.00,68.00,0.00,11.50,49.00,17.00,7.00,0.00
49,42.00,18.50,0.00,6.50,0.00,8.00,2.00,0.00,0.00,11.50,0.50,0.00,11.00,0.00,41.50,0.00,17.00,2.50,70.00,0.00,11.50,52.00,26.00,13.00,0.00
50,50.50,29.50,4.50,6.50,3.00,11.50,3.50,0.00,0.00,16.00,0.50,0.00,23.50,0.00,49.00,0.00,18.50,11.00,73.50,0.00,11.50,52.00,36.50,23.50,0.00
51,50.50,40.50,8.50,7.00,3.00,11.50,3.50,3.50,0.00,19.00,4.50,0.00,25.50,0.00,56.00,0.00,25.50,11.00,81.50,0.00,11.50,52.50,46.00,23.50,0.00
52,52.50,47.00,9.00,8.50,3.00,12.98,5.00,14.00,0.00,28.50,12.50,0.00,26.50,0.00,66.00,0.00,30.50,11.00,93.00,0.00,11.50,57.50,50.00,23.50,0.00
53,57.00,55.00,15.50,12.50,3.00,24.98,6.50,23.50,0.50,34.00,20.50,0.00,27.00,0.00,70.00,0.00,33.00,11.00,98.50,0.00,12.50,61.50,51.00,24.50,0.00
54,60.00,56.00,16.00,17.00,3.00,34.48,6.50,33.50,8.50,42.00,20.50,1.00,27.00,4.50,73.50,0.00,37.50,11.50,108.00,2.50,16.00,61.50,52.50,27.50,4.50
55,63.00,56.00,16.50,17.00,3.00,45.98,10.00,45.00,8.50,47.00,25.00,1.00,28.00,9.00,79.00,0.00,41.50,17.00,121.00,12.00,23.00,61.50,52.50,35.00,12.00
56,67.50,56.00,17.50,17.50,6.00,61.98,16.50,56.00,8.50,53.50,32.00,1.00,33.00,15.50,85.50,0.00,46.00,22.00,126.50,24.00,24.50,61.50,52.50,45.50,16.00
57,67.50,56.00,24.00,22.00,14.00,80.98,25.50,69.00,8.50,58.50,37.50,9.50,45.00,20.50,89.50,0.00,53.00,30.00,134.00,32.00,24.50,61.50,52.50,45.50,19.00
58,67.50,63.00,28.00,23.50,21.00,96.98,30.00,83.50,8.50,64.50,48.00,21.50,56.00,26.50,98.00,0.00,60.50,38.00,140.50,35.50,24.50,61.50,52.50,45.50,19.00
59,72.50,67.00,33.50,23.50,35.00,118.48,35.04,98.50,8.50,67.50,57.00,34.50,74.00,30.00,102.50,0.00,66.50,45.50,149.00,42.50,25.50,65.00,54.00,46.50,24.00
60,76.50,69.50,36.50,23.50,52.50,126.98,48.04,111.00,8.50,73.00,67.00,50.00,91.00,35.00,112.50,0.00,75.50,48.50,152.50,48.00,30.00,73.50,54.00,56.50,28.50
61,83.50,69.50,42.00,26.50,68.50,129.48,64.04,120.50,8.50,74.50,67.50,67.00,98.50,43.00,121.50,0.00,82.50,53.50,158.00,52.50,40.00,85.50,54.00,56.50,34.50
62,90.00,69.50,47.50,27.00,68.50,132.98,70.04,132.00,9.00,81.00,79.00,84.50,102.50,53.00,121.50,1.00,92.50,58.00,168.50,59.00,44.50,96.50,55.00,56.50,43.00
63,94.00,71.50,53.50,27.50,68.50,134.48,71.04,143.00,12.00,91.00,88.00,102.00,105.00,57.00,121.50,8.00,105.00,59.00,176.00,70.00,44.50,100.50,58.50,65.50,49.50
64,101.00,71.50,64.00,32.00,68.50,136.48,78.04,153.50,18.13,104.50,101.50,116.50,106.00,61.50,122.00,8.00,119.50,62.00,182.00,77.00,47.00,103.00,64.50,78.00,54.00
65,104.50,71.50,69.50,35.00,68.50,138.98,86.54,161.00,24.63,111.50,113.50,125.50,113.50,65.50,127.00,8.00,136.00,68.50,190.00,83.50,55.50,104.00,72.00,84.00,60.50
66,114.50,76.00,74.50,35.00,68.50,146.98,99.04,175.50,32.13,120.00,122.00,135.00,123.50,67.50,129.00,8.00,149.00,75.50,201.50,90.00,60.00,108.00,82.50,94.00,69.00
67,125.50,82.50,84.50,41.50,77.50,156.48,107.54,187.50,38.13,124.00,129.00,138.50,129.50,71.00,135.00,8.00,165.50,83.50,214.00,101.50,64.50,116.50,92.50,107.50,72.00
68,127.50,90.50,94.50,47.00,86.50,165.98,110.54,205.50,46.63,129.50,131.50,142.00,139.00,74.50,143.00,8.00,180.00,96.00,224.50,115.50,69.50,134.50,106.50,117.00,75.50
69,135.50,100.50,95.00,49.00,99.00,179.48,119.33,230.00,52.63,137.50,137.50,151.50,144.50,78.00,143.00,14.00,191.50,115.00,236.00,129.00,80.50,148.50,122.00,130.00,83.50
70,145.00,107.00,101.00,53.00,109.00,192.98,121.33,249.00,56.63,145.50,148.00,161.00,150.00,82.00,145.00,29.00,199.00,126.50,250.00,138.50,96.50,164.50,141.50,143.00,83.50
71,154.00,117.00,105.00,59.00,119.00,206.98,135.33,266.00,69.13,151.50,159.50,167.00,156.00,84.50,153.50,39.50,206.50,139.50,263.00,146.50,116.00,175.50,159.00,159.50,86.00
72,154.00,133.50,108.00,60.50,129.14,217.12,154.33,289.50,76.13,157.50,175.00,170.50,170.00,84.50,160.50,47.50,217.00,152.00,280.00,160.00,129.50,182.50,177.00,170.00,90.00
73,157.00,147.50,108.00,66.50,137.64,224.62,162.33,310.50,85.13,164.00,188.00,177.00,184.00,84.50,169.50,57.50,232.00,164.00,303.00,172.50,135.00,192.50,193.00,175.00,99.50
74,165.50,161.00,108.00,77.00,151.14,230.12,177.33,332.00,93.63,170.00,194.00,181.50,187.50,87.00,173.00,57.50,244.50,179.00,326.50,191.00,147.00,207.00,200.50,186.50,106.00
75,172.00,174.50,108.00,85.50,170.14,239.12,193.33,354.00,111.13,182.50,201.00,192.00,199.00,97.00,176.50,57.50,253.00,198.00,353.00,206.50,151.00,225.00,206.00,198.00,111.50
76,187.50,187.00,112.00,93.00,178.64,250.12,214.33,367.50,129.63,194.50,211.50,194.50,212.50,104.50,187.00,61.50,269.50,220.00,374.00,217.50,157.50,243.00,218.00,210.00,111.50
77,207.50,196.00,124.06,104.00,189.14,256.62,233.33,385.00,142.13,204.50,221.00,198.00,224.00,116.00,192.00,70.50,283.50,239.00,382.50,233.50,169.00,264.50,223.50,221.50,123.50
78,221.00,199.00,136.56,113.50,200.64,262.62,253.33,397.00,149.13,210.50,230.00,205.50,237.00,130.00,200.00,80.00,302.00,261.50,386.00,251.00,185.50,275.00,225.50,229.50,130.50
79,236.00,201.00,146.06,121.50,216.14,270.12,272.83,416.50,165.13,220.50,240.00,220.50,262.50,149.00,208.50,80.00,313.00,285.50,393.00,263.50,205.50,289.00,238.50,241.50,136.50
80,251.00,204.00,159.56,132.50,232.64,282.12,285.33,430.50,180.63,235.00,251.50,238.50,288.00,171.50,219.50,80.00,319.00,309.50,413.50,271.50,226.00,306.00,245.50,255.00,145.00
81,264.00,217.00,163.56,147.50,252.14,291.12,296.33,445.00,199.13,251.50,265.50,259.50,306.00,195.50,231.00,80.50,322.50,331.00,428.50,285.00,245.00,325.00,257.50,268.50,159.50
82,289.50,226.00,176.56,157.00,275.14,296.62,316.83,457.00,214.13,268.50,278.50,282.00,326.50,219.00,248.00,89.00,329.50,355.50,452.50,298.50,258.50,349.50,273.50,280.00,179.50
83,302.50,235.00,186.06,166.50,298.64,312.07,339.33,472.50,228.63,291.00,290.00,298.50,348.00,241.00,268.50,99.00,329.50,382.00,466.50,310.50,274.00,370.50,291.50,292.00,191.50
84,315.50,244.00,193.06,175.00,322.14,322.07,363.83,487.50,245.63,313.00,306.50,318.00,371.00,262.50,293.00,110.00,339.50,409.00,481.00,321.00,282.50,395.00,317.50,301.00,194.00
85,337.50,255.50,201.06,184.00,345.14,328.57,387.33,503.00,263.63,331.00,335.00,338.00,393.00,288.00,317.00,126.50,354.50,437.50,487.00,333.00,295.50,413.00,339.00,313.00,202.50
86,360.50,262.00,211.56,192.50,371.64,340.57,400.33,519.50,285.13,357.00,350.50,357.00,417.50,306.50,331.00,144.50,366.50,455.50,499.00,343.50,310.50,437.00,354.00,325.00,215.50
87,381.50,269.00,219.56,204.50,398.14,358.07,412.33,537.50,309.13,384.00,370.50,378.00,438.50,326.50,348.50,163.50,382.00,481.50,508.00,349.00,323.50,465.00,376.50,342.00,233.00
88,408.50,281.00,225.06,211.50,411.14,374.57,431.83,555.50,311.63,403.50,382.50,403.50,460.00,348.50,360.50,184.00,402.50,505.00,518.00,358.00,339.00,491.00,391.00,350.50,244.00
89,439.50,290.50,236.56,223.00,428.00,396.07,452.33,573.50,319.13,412.50,391.50,419.50,484.50,374.50,376.00,205.00,417.00,523.00,537.50,379.50,352.50,502.50,416.00,355.00,260.50
90,468.50,301.00,248.06,237.50,446.00,418.57,472.83,599.00,336.13,427.00,399.00,433.50,513.00,399.50,387.50,225.00,440.00,548.50,550.00,400.50,362.50,523.50,435.50,363.50,278.00
91,494.50,319.50,267.56,259.00,465.00,436.57,494.33,622.50,356.13,441.50,412.50,444.50,535.50,425.00,409.50,248.00,465.00,567.00,563.00,409.00,378.50,552.00,461.00,380.00,298.50
92,521.50,329.00,278.06,277.00,483.50,458.07,513.33,641.00,373.38,457.50,428.00,461.00,555.50,450.00,421.00,274.50,478.00,580.50,580.00,421.00,391.00,571.50,482.00,404.00,320.00
93,547.00,342.50,295.06,291.00,500.00,476.07,533.83,654.00,393.88,480.00,448.00,479.00,578.00,470.00,431.50,301.00,488.50,588.50,601.50,437.00,406.00,586.00,496.00,423.00,342.50
94,565.00,356.50,314.56,308.50,519.71,496.07,550.33,668.50,412.38,507.00,469.00,507.00,601.50,483.00,451.50,331.50,503.00,606.50,625.00,459.50,423.00,604.00,515.00,442.00,364.00
95,582.50,368.50,332.06,327.00,533.71,517.57,571.83,682.50,418.88,533.00,488.50,536.50,626.00,501.50,471.00,354.50,514.00,621.00,637.00,483.00,442.00,616.50,531.00,455.50,391.00
96,601.10,381.50,353.06,347.00,549.21,541.07,595.33,698.50,418.88,569.50,502.50,568.00,645.50,522.00,495.50,364.50,531.50,644.00,651.00,507.00,460.00,626.50,544.00,468.50,415.00
97,631.60,396.00,375.56,371.50,562.71,568.57,624.33,712.50,425.38,601.00,518.00,603.00,665.50,539.00,521.00,378.50,549.50,657.50,673.00,522.00,482.00,640.50,557.00,483.50,436.50
98,664.60,417.00,402.06,397.00,578.21,589.36,649.83,731.50,444.38,625.00,535.50,631.50,684.00,557.00,541.00,396.00,566.00,673.00,686.00,544.50,500.50,662.00,572.50,499.00,463.50
99,692.10,442.50,431.06,416.00,600.71,613.36,677.33,750.50,461.38,634.00,554.00,646.00,702.50,576.00,567.00,411.00,588.00,685.50,699.00,575.50,517.50,684.00,594.00,516.00,478.50
100,706.10,477.50,462.06,434.00,621.21,638.86,701.33,776.00,484.38,649.00,572.50,669.00,719.00,593.50,593.00,434.00,606.00,697.50,719.50,614.50,531.50,702.50,617.00,535.00,491.00
101,723.60,508.50,487.06,456.00,642.71,661.36,722.33,801.00,512.38,673.50,592.50,694.50,737.00,609.50,615.50,459.50,621.00,714.00,742.00,653.00,549.00,719.50,634.00,554.50,510.00
102,740.10,536.00,507.56,480.00,660.71,690.86,744.33,822.67,537.88,692.00,615.50,719.00,754.00,622.50,646.00,474.50,642.00,731.50,765.00,683.50,564.00,742.50,654.00,576.50,529.00
103,763.10,568.50,530.56,504.50,677.21,712.36,765.83,852.67,558.67,714.00,637.00,743.50,774.00,638.00,666.50,485.50,656.50,750.00,788.00,700.00,572.50,763.50,672.00,595.50,542.50
104,778.60,600.50,554.56,523.50,698.71,729.36,787.33,880.17,587.17,732.50,660.50,766.50,788.50,653.00,685.00,499.50,670.00,763.50,804.00,711.50,582.00,785.00,692.00,617.00,556.50
105,801.10,634.00,578.56,537.50,718.71,748.86,808.08,908.17,618.17,754.00,681.50,788.00,804.00,672.50,701.50,518.50,692.00,778.50,824.50,719.00,595.00,807.50,716.00,634.50,573.50
106,821.60,662.00,593.56,558.50,739.71,769.86,834.08,934.67,653.67,771.00,703.00,808.50,822.50,689.50,720.00,544.50,705.50,800.50,837.50,731.00,615.50,830.50,740.00,657.50,596.00
107,842.60,692.50,604.56,575.50,757.71,792.38,861.58,964.17,686.17,791.00,726.50,824.50,843.50,703.50,735.50,574.50,727.00,827.00,859.00,750.00,636.50,856.50,768.50,684.00,616.50
108,859.10,725.50,624.06,596.50,780.21,810.88,891.58,991.17,711.17,813.00,751.00,842.50,858.00,718.50,754.50,607.50,750.50,849.50,883.00,770.00,655.50,878.00,793.50,714.00,640.00
109,880.60,753.00,644.56,622.50,798.71,832.88,920.58,1019.67,741.17,836.00,775.50,860.50,882.00,731.00,774.50,632.00,767.00,872.00,913.00,786.50,678.50,904.00,822.50,737.00,666.00
110,899.10,778.50,665.06,653.50,815.71,855.57,953.08,1042.17,768.67,861.00,798.50,881.50,899.00,750.00,795.50,657.00,775.50,891.00,938.50,807.50,705.00,923.50,850.00,768.00,690.50
111,919.60,812.50,680.56,683.00,833.21,879.57,984.58,1064.17,791.17,887.50,824.00,903.00,920.50,771.50,819.50,685.00,785.50,918.00,965.00,836.50,725.50,946.00,872.00,787.00,714.50
112,945.60,838.50,702.56,713.00,858.97,899.57,1020.08,1083.67,813.17,916.50,852.50,925.50,945.50,792.50,846.00,715.50,809.50,944.50,983.00,863.00,753.50,973.50,898.50,812.50,738.50
113,968.10,860.00,718.56,742.00,878.97,919.07,1054.08,1101.67,834.67,942.00,886.50,942.50,965.50,817.50,870.00,737.50,824.00,970.00,1002.50,885.00,789.00,1002.50,917.00,831.00,759.00
114,990.60,881.50,740.06,767.00,894.97,943.57,1089.58,1119.67,848.17,968.00,914.50,963.50,988.00,843.50,902.50,763.00,841.00,995.50,1019.50,913.50,812.50,1031.50,932.50,855.50,781.00
115,1007.60,902.50,764.06,788.00,915.47,967.07,1124.08,1135.17,861.67,992.50,944.00,985.00,1004.00,861.50,931.00,789.00,865.50,1025.00,1038.50,941.50,831.50,1061.00,945.50,887.50,806.50
116,1027.10,930.50,793.56,806.00,939.47,986.57,1158.58,1158.34,876.67,1018.50,962.50,1001.50,1027.50,886.50,960.00,818.00,891.00,1055.00,1063.50,959.00,856.00,1081.50,960.00,915.00,832.00
117,1051.60,957.50,821.56,826.00,957.47,1009.07,1195.08,1176.84,896.17,1039.00,987.50,1018.50,1053.50,916.50,985.50,850.00,908.00,1081.00,1087.50,978.00,873.00,1105.00,973.00,942.50,860.00
118,1074.10,987.00,853.06,849.00,980.47,1023.57,1228.08,1200.84,918.67,1058.50,1014.00,1037.00,1080.50,942.00,1006.00,883.50,922.00,1106.50,1113.00,1001.00,894.00,1124.50,988.50,962.00,890.00
119,1103.10,1010.50,881.06,874.00,1002.97,1040.07,1261.08,1227.34,940.67,1082.00,1036.50,1052.50,1106.50,968.50,1024.00,924.00,941.50,1121.50,1140.00,1023.74,910.00,1155.00,1007.50,989.00,922.50
120,1129.10,1033.00,901.06,898.00,1025.47,1059.07,1294.08,1247.84,962.17,1112.00,1055.50,1073.63,1126.00,991.00,1048.50,957.50,962.00,1141.50,1166.00,1044.87,927.50,1183.50,1029.50,1019.00,952.00
121,1149.52,1052.50,924.56,922.50,1048.47,1083.07,1321.58,1274.34,984.17,1143.50,1076.00,1089.63,1150.00,1010.50,1071.50,982.00,990.50,1166.50,1192.00,1065.29,951.00,1221.50,1051.50,1036.00,978.00
