KALTAG AIRPORT
1980-01-01,M,M,M,M,M
1980-01-02,M,M,M,M,M
1980-01-03,M,M,M,M,M
1980-01-04,M,M,M,M,M
1980-01-05,M,M,M,M,M
1980-01-06,M,M,M,M,M
1980-01-07,M,M,M,M,M
1980-01-08,M,M,M,M,M
1980-01-09,M,M,M,M,M
1980-01-10,M,M,M,M,M
1980-01-11,M,M,M,M,M
1980-01-12,M,M,M,M,M
1980-01-13,M,M,M,M,M
1980-01-14,M,M,M,M,M
1980-01-15,M,M,M,M,M
1980-01-16,M,M,M,M,M
1980-01-17,M,M,M,M,M
1980-01-18,M,M,M,M,M
1980-01-19,M,M,M,M,M
1980-01-20,M,M,M,M,M
1980-01-21,M,M,M,M,M
1980-01-22,M,M,M,M,M
1980-01-23,M,M,M,M,M
1980-01-24,M,M,M,M,M
1980-01-25,M,M,M,M,M
1980-01-26,M,M,M,M,M
1980-01-27,M,M,M,M,M
1980-01-28,M,M,M,M,M
1980-01-29,M,M,M,M,M
1980-01-30,M,M,M,M,M
1980-01-31,M,M,M,M,M
1980-02-01,M,M,M,M,M
1980-02-02,M,M,M,M,M
1980-02-03,M,M,M,M,M
1980-02-04,M,M,M,M,M
1980-02-05,M,M,M,M,M
1980-02-06,M,M,M,M,M
1980-02-07,M,M,M,M,M
1980-02-08,M,M,M,M,M
1980-02-09,M,M,M,M,M
1980-02-10,M,M,M,M,M
1980-02-11,M,M,M,M,M
1980-02-12,M,M,M,M,M
1980-02-13,M,M,M,M,M
1980-02-14,M,M,M,M,M
1980-02-15,M,M,M,M,M
1980-02-16,M,M,M,M,M
1980-02-17,M,M,M,M,M
1980-02-18,M,M,M,M,M
1980-02-19,M,M,M,M,M
1980-02-20,M,M,M,M,M
1980-02-21,M,M,M,M,M
1980-02-22,M,M,M,M,M
1980-02-23,M,M,M,M,M
1980-02-24,M,M,M,M,M
1980-02-25,M,M,M,M,M
1980-02-26,M,M,M,M,M
1980-02-27,M,M,M,M,M
1980-02-28,M,M,M,M,M
1980-02-29,M,M,M,M,M
1980-03-01,M,M,M,M,M
1980-03-02,M,M,M,M,M
1980-03-03,M,M,M,M,M
1980-03-04,M,M,M,M,M
1980-03-05,M,M,M,M,M
1980-03-06,M,M,M,M,M
1980-03-07,M,M,M,M,M
1980-03-08,M,M,M,M,M
1980-03-09,M,M,M,M,M
1980-03-10,M,M,M,M,M
1980-03-11,M,M,M,M,M
1980-03-12,M,M,M,M,M
1980-03-13,M,M,M,M,M
1980-03-14,M,M,M,M,M
1980-03-15,M,M,M,M,M
1980-03-16,M,M,M,M,M
1980-03-17,M,M,M,M,M
1980-03-18,M,M,M,M,M
1980-03-19,M,M,M,M,M
1980-03-20,M,M,M,M,M
1980-03-21,M,M,M,M,M
1980-03-22,M,M,M,M,M
1980-03-23,M,M,M,M,M
1980-03-24,M,M,M,M,M
1980-03-25,M,M,M,M,M
1980-03-26,M,M,M,M,M
1980-03-27,M,M,M,M,M
1980-03-28,M,M,M,M,M
1980-03-29,M,M,M,M,M
1980-03-30,M,M,M,M,M
1980-03-31,M,M,M,M,M
1980-04-01,M,M,M,M,M
1980-04-02,M,M,M,M,M
1980-04-03,M,M,M,M,M
1980-04-04,M,M,M,M,M
1980-04-05,M,M,M,M,M
1980-04-06,M,M,M,M,M
1980-04-07,M,M,M,M,M
1980-04-08,M,M,M,M,M
1980-04-09,M,M,M,M,M
1980-04-10,M,M,M,M,M
1980-04-11,M,M,M,M,M
1980-04-12,M,M,M,M,M
1980-04-13,M,M,M,M,M
1980-04-14,M,M,M,M,M
1980-04-15,M,M,M,M,M
1980-04-16,M,M,M,M,M
1980-04-17,M,M,M,M,M
1980-04-18,M,M,M,M,M
1980-04-19,M,M,M,M,M
1980-04-20,M,M,M,M,M
1980-04-21,M,M,M,M,M
1980-04-22,M,M,M,M,M
1980-04-23,M,M,M,M,M
1980-04-24,M,M,M,M,M
1980-04-25,M,M,M,M,M
1980-04-26,M,M,M,M,M
1980-04-27,M,M,M,M,M
1980-04-28,M,M,M,M,M
1980-04-29,M,M,M,M,M
1980-04-30,M,M,M,M,M
1980-05-01,M,M,M,M,M
1980-05-02,M,M,M,M,M
1980-05-03,M,M,M,M,M
1980-05-04,M,M,M,M,M
1980-05-05,M,M,M,M,M
1980-05-06,M,M,M,M,M
1980-05-07,M,M,M,M,M
1980-05-08,M,M,M,M,M
1980-05-09,M,M,M,M,M
1980-05-10,M,M,M,M,M
1980-05-11,M,M,M,M,M
1980-05-12,M,M,M,M,M
1980-05-13,M,M,M,M,M
1980-05-14,M,M,M,M,M
1980-05-15,M,M,M,M,M
1980-05-16,M,M,M,M,M
1980-05-17,M,M,M,M,M
1980-05-18,M,M,M,M,M
1980-05-19,M,M,M,M,M
1980-05-20,M,M,M,M,M
1980-05-21,M,M,M,M,M
1980-05-22,M,M,M,M,M
1980-05-23,M,M,M,M,M
1980-05-24,M,M,M,M,M
1980-05-25,M,M,M,M,M
1980-05-26,M,M,M,M,M
1980-05-27,M,M,M,M,M
1980-05-28,M,M,M,M,M
1980-05-29,M,M,M,M,M
1980-05-30,M,M,M,M,M
1980-05-31,M,M,M,M,M
1980-06-01,M,M,M,M,M
1980-06-02,M,M,M,M,M
1980-06-03,M,M,M,M,M
1980-06-04,M,M,M,M,M
1980-06-05,M,M,M,M,M
1980-06-06,M,M,M,M,M
1980-06-07,M,M,M,M,M
1980-06-08,M,M,M,M,M
1980-06-09,M,M,M,M,M
1980-06-10,M,M,M,M,M
1980-06-11,M,M,M,M,M
1980-06-12,M,M,M,M,M
1980-06-13,M,M,M,M,M
1980-06-14,M,M,M,M,M
1980-06-15,M,M,M,M,M
1980-06-16,M,M,M,M,M
1980-06-17,M,M,M,M,M
1980-06-18,M,M,M,M,M
1980-06-19,M,M,M,M,M
1980-06-20,M,M,M,M,M
1980-06-21,M,M,M,M,M
1980-06-22,M,M,M,M,M
1980-06-23,M,M,M,M,M
1980-06-24,M,M,M,M,M
1980-06-25,M,M,M,M,M
1980-06-26,M,M,M,M,M
1980-06-27,M,M,M,M,M
1980-06-28,M,M,M,M,M
