# Correlation R2 between Degree Days > 25 (F) anomalies and breakup day 
# For all selected sites and stations
# 
location,ANCHORAGE_MERRILL_FIELD,BETHEL_AIRPORT,BETTLES_AIRPORT,BIG_DELTA_AIRPORT,CHICKEN,EAGLE,FAIRBANKS_INTL_AP,GULKANA_AIRPORT,KENAI_AIRPORT,KOTZEBUE_AIRPORT,MCGRATH_AP,MCKINLEY_PARK,NENANA_MUNICIPAL_AIRPORT,NOME_AIRPORT,NORTHWAY_AIRPORT,NORTH_POLE,SITKA_AIRPORT,TALKEETNA_AIRPORT,TANANA_AIRPORT
Buckland River at Buckland,0.0771754094573882,0.46582585413082356,0.4337666292198316,0.37698109441927,0.4362580738080436,0.3527828999224969,0.37524549337689517,0.32069560886046955,0.23061059016997879,0.6844373532392174,0.42465815589182804,0.48642500405551453,0.4631309862317759,0.6417483405312349,0.4248058969878747,0.36586694043057777,0.19329302752204838,0.27821999102372935,0.2509250788318801
Colville River at Colville Village,0.07218756829588883,0.27525133089579495,0.06000594031212965,0.09016933601087489,0.1306462574013139,0.021496018037580722,0.08098274120587069,0.0624243509566856,0.04748651027525367,0.2126978456485567,0.0980906788078248,0.09203508079566163,0.23766507371108167,0.193537832337985,0.06003290540982838,0.0436857854438822,0.021765951856522966,0.08030504900732195,0.04873263178125188
Colville River at Umiat,0.4138287425861779,0.18100206659998266,0.2250883935121804,0.29130671438572103,0.14255287271587933,0.1924625700047979,0.15871116789172496,0.2453721983427554,0.12175167081722171,0.2284128399022183,0.179177503498914,0.23351903389379997,0.1428256523019398,0.06952733655646143,0.22506387588873783,0.2765011823949508,0.12103684233294303,0.17945200997730648,0.07726315870004369
Kobuk River at Ambler,0.1094856079718063,0.48787983848740263,0.5571395596077748,0.4091915445782727,0.6466173605083259,0.4212436131490645,0.49492987001060623,0.3745068825699122,0.24814916016819769,0.6256878186664717,0.4479058691076344,0.501572973169734,0.6077082819939693,0.6493897126874744,0.47460041382582163,0.39480039049404725,0.18006995637981313,0.3190332846583186,0.3495139531045776
Kobuk River at Kobuk,0.1467716325247541,0.5153111128157191,0.6883775095212098,0.49888739290570516,0.6684503453071984,0.5089627878433729,0.5542613769023111,0.40356724052729726,0.3205799792401745,0.6161877111673826,0.6448356681102522,0.6089315719046515,0.6040339050068094,0.6657785224485827,0.5292835840387795,0.5089317363649074,0.16360132273116684,0.37355368843114833,0.5181241123596243
Kobuk River at Shungnak,0.18143938194540873,0.5463949751554185,0.755464804625342,0.6732071817885453,0.8329064993241929,0.5799723597276334,0.6425469257899641,0.5319544033090016,0.3649068440879165,0.7545010679904376,0.6581125148003453,0.7369548501226344,0.7518564739078587,0.7179965089090047,0.6731028556261492,0.6306645588895283,0.1779602290999639,0.4285947637045485,0.6132549965070893
Koyukuk River at Allakaket,0.14582612711888,0.37122905317727484,0.7609554704754228,0.3908547868702149,0.514641407105893,0.5736217808035504,0.5265838038576431,0.33577659742777666,0.3592092988498475,0.45957633441435214,0.481823205120469,0.4972661480475086,0.5077470626855278,0.49709485088380656,0.3884815910270546,0.39125096874117465,0.1647024294502736,0.3378364666706553,0.5482291563071494
Koyukuk River at Bettles,0.14106192386137179,0.3021571309667117,0.7536700603348505,0.3588319235256949,0.43401193786733727,0.4874318693953347,0.5143460228068062,0.25666499713508656,0.29997032392426953,0.4120297870793802,0.4720401281600752,0.4542348699258627,0.4180381438837866,0.4735088334381997,0.3529282002600032,0.38734735767041933,0.13170973688836404,0.24285288611452896,0.5107761038664133
Koyukuk River at Hughes,0.15285867614198695,0.42604745802228666,0.804405000400896,0.5040992691620767,0.5155668196678221,0.6138536339086379,0.6485441011736163,0.42010643217690447,0.34962805603352876,0.3781790613979206,0.5976856982775921,0.5884566101106333,0.5761435563963055,0.5111131295336578,0.47800359146370147,0.5202989018699056,0.2094630548450334,0.36809581897956317,0.6167363602586559
Kuskokwim River at Akiak,0.40549641612945675,0.8448405522625531,0.5205700328199535,0.6163237609141693,0.6091834650498716,0.5887284286602056,0.6103090501265668,0.5951289833436884,0.47343354403495475,0.36194754329365864,0.7635507574400057,0.7332373486727682,0.6469366109371082,0.6739566731647783,0.6581450440863156,0.6729837789553866,0.33406363175180026,0.6153737992781719,0.49258837930454935
