# NORTH_POLE
# Cumulative degree days > 20 starting March 1 from ACIS, gaps filled from climatology
# Excluded years (more than 10 days of missing data): 2007, 2008
#
d_since_march1,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
0,0.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,8.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.50,0.00,0.00,0.00,0.00,0.00,2.50,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1,0.00,12.50,0.00,0.00,0.00,0.00,0.00,0.00,19.50,0.00,1.50,0.00,0.00,0.00,0.00,7.00,15.00,0.00,0.00,0.00,0.00,0.00,2.50,17.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2,0.00,19.50,0.00,0.00,0.00,0.00,0.00,0.00,23.50,0.00,9.50,0.00,0.00,0.00,0.00,12.50,15.00,0.00,0.00,0.00,5.50,0.00,2.50,32.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3,0.00,19.50,0.00,0.00,0.00,0.00,0.00,0.00,28.50,0.00,9.50,0.00,0.00,0.00,0.00,18.50,15.00,0.00,0.00,0.00,5.50,0.00,2.50,38.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.50,0.00,0.00,0.00,0.00,0.00,0.00,5.00
4,0.00,19.50,0.00,0.00,7.00,0.00,0.00,0.00,32.50,0.00,9.50,0.00,0.00,0.00,0.00,21.00,15.00,0.00,0.00,0.00,6.00,0.00,2.50,38.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00
5,0.00,21.00,0.00,0.00,16.50,3.00,0.00,0.00,32.50,0.00,9.50,0.00,0.00,0.00,0.00,21.00,15.00,0.00,0.00,0.00,6.00,1.00,2.50,38.50,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,24.00,0.00,0.00,0.50,0.00,0.00,0.00,5.00
6,0.00,21.00,0.00,0.00,27.50,3.00,0.00,0.00,40.50,0.00,9.50,5.00,0.00,0.00,0.00,21.00,15.00,0.00,0.00,0.00,11.50,1.00,2.50,38.50,0.00,9.00,0.00,0.00,1.00,0.00,0.50,0.00,0.00,31.00,0.00,0.00,0.50,5.50,0.00,0.00,5.00
7,7.50,21.00,0.00,0.00,32.50,3.00,0.00,0.00,40.50,0.00,9.50,5.00,0.00,0.00,0.00,21.00,15.00,0.00,0.00,0.00,11.50,1.00,2.50,38.50,0.00,9.00,0.00,0.00,1.00,0.00,0.50,10.00,0.00,31.00,0.00,0.00,0.50,13.00,0.00,1.50,5.00
8,8.50,33.50,0.00,0.00,42.50,4.00,0.00,0.00,40.50,0.00,9.50,5.00,3.00,0.00,0.00,21.00,15.00,0.00,0.00,0.00,11.50,7.50,2.50,38.50,0.00,14.00,0.00,0.00,1.00,0.00,0.50,19.50,0.00,31.00,0.00,0.00,0.50,23.50,0.00,1.50,9.50
