# ANCHORAGE_TED_STEVENS_INTERNATIONAL_AIRPORT
# Cumulative degree days > 20 starting March 1 from ACIS, gaps filled from climatology
# No years excluded (all years had 10 or fewer days of missing data)
#
d_since_march1,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
0,3.50,13.00,0.00,9.50,5.50,0.00,0.00,0.00,12.50,0.00,5.50,8.00,0.00,12.00,3.50,2.00,1.50,2.00,0.00,1.00,8.00,4.50,7.50,16.00,11.00,4.00,0.00,0.00,0.00,0.00,11.50,3.50,0.00,9.00,10.50,6.00,12.50,0.00,0.00,0.00,3.00,0.00,12.50
1,12.50,24.50,0.00,9.50,10.00,0.00,0.00,0.00,25.00,0.00,23.00,14.00,0.00,18.00,3.50,4.00,1.50,2.00,0.00,3.00,14.00,6.00,17.50,34.50,23.00,7.50,0.00,0.00,6.00,0.00,24.50,3.50,3.00,17.00,18.50,14.00,24.00,0.00,0.00,2.50,3.50,0.00,23.00
2,23.00,32.00,0.00,9.50,22.00,0.00,0.00,0.00,38.50,0.00,39.00,18.00,0.00,20.00,3.50,4.00,1.50,2.00,0.00,3.00,26.50,6.50,20.50,55.50,35.50,15.00,0.00,0.00,16.50,0.00,38.50,3.50,4.50,22.00,25.00,27.50,31.00,0.00,0.50,11.50,3.50,0.00,35.00
3,33.00,37.00,0.00,10.50,41.50,0.00,0.00,0.00,49.00,0.00,47.00,23.00,0.00,29.00,3.50,4.50,4.50,2.00,0.50,3.00,42.00,9.00,22.50,67.00,45.00,25.00,1.50,0.00,34.00,0.00,45.00,3.50,4.50,31.50,38.50,42.50,35.50,0.00,0.50,16.00,3.50,0.00,53.00
4,46.00,48.50,3.50,17.00,61.00,5.50,0.00,0.00,59.00,0.00,50.50,32.50,0.00,40.50,3.50,4.50,15.50,6.00,1.50,4.00,52.00,18.00,22.50,79.50,46.00,39.50,9.50,0.00,51.00,6.50,54.50,3.50,4.50,39.50,47.50,58.50,45.00,0.00,0.50,20.00,3.50,3.50,66.50
5,58.00,61.00,10.50,22.50,80.00,12.50,0.00,0.00,67.00,0.00,50.50,44.50,0.00,49.00,3.50,6.50,22.00,14.00,2.50,4.00,58.00,28.50,22.50,89.50,46.00,51.00,18.00,0.00,68.00,6.50,58.00,6.50,4.50,51.00,49.50,75.00,58.00,0.00,0.50,30.50,3.50,3.50,74.50
6,71.00,70.00,19.50,23.50,102.00,17.00,0.00,0.00,79.50,0.00,50.50,57.00,1.00,59.50,11.00,6.50,24.50,22.50,5.50,4.00,60.00,42.00,22.50,96.00,46.00,64.50,19.50,0.00,84.00,6.50,58.00,10.00,4.50,66.00,51.00,91.00,69.00,0.00,3.50,42.00,3.50,3.50,80.50
7,83.50,80.50,25.00,23.50,122.00,26.00,0.00,4.00,92.50,0.00,51.50,62.50,14.00,67.00,26.00,6.50,28.50,28.50,11.00,4.00,62.50,52.50,22.50,103.00,46.00,80.50,19.50,0.00,100.00,6.50,58.50,13.00,4.50,82.50,51.00,98.00,83.00,0.50,8.50,56.00,5.00,3.50,90.00
8,87.50,94.50,31.50,23.50,144.50,40.00,0.00,8.50,106.00,0.00,54.50,62.50,32.00,74.00,43.50,6.50,29.00,34.00,15.00,4.00,65.50,66.50,22.50,107.00,46.50,98.00,19.50,0.00,119.00,10.00,58.50,15.50,4.50,99.50,51.00,98.00,96.00,0.50,21.00,74.00,7.00,7.00,101.50
9,87.50,109.50,37.00,23.50,166.00,54.00,7.50,14.50,123.50,0.00,54.50,62.50,50.50,78.50,55.50,6.50,40.00,39.00,19.50,4.00,67.00,83.00,22.50,109.50,59.50,113.50,19.50,0.00,134.00,19.00,58.50,19.00,4.50,111.50,58.00,98.00,107.00,0.50,30.00,92.00,7.00,13.50,115.00
10,88.00,128.50,38.00,28.00,189.00,68.00,16.00,17.00,141.50,0.00,54.50,62.50,66.50,89.50,66.50,6.50,50.00,45.50,24.50,9.00,72.00,100.00,22.50,109.50,73.00,134.00,19.50,0.00,144.00,30.50,58.50,19.00,4.50,119.50,73.50,98.00,121.50,0.50,33.50,109.50,7.00,13.50,131.00
11,88.00,145.00,42.00,40.50,206.00,78.00,26.00,19.50,157.50,0.00,65.00,62.50,80.00,103.50,81.00,6.50,58.00,56.00,36.00,21.50,83.00,117.50,22.50,109.50,84.00,156.50,20.00,0.00,152.50,40.50,58.50,19.00,4.50,126.50,87.00,98.00,138.00,0.50,41.00,123.50,7.00,13.50,145.00
12,88.00,161.50,42.00,55.50,219.00,85.00,41.00,21.00,173.00,1.00,72.50,66.50,86.50,113.50,93.50,6.50,71.50,59.50,46.00,32.50,96.00,132.00,22.50,109.50,92.50,174.50,20.00,0.00,157.50,46.00,58.50,19.00,4.50,127.00,100.50,98.00,151.00,5.00,53.50,138.00,7.00,13.50,153.00
13,88.00,176.50,42.00,70.50,236.50,87.00,54.50,25.50,183.50,3.00,79.50,74.50,91.00,119.00,109.00,6.50,88.50,61.00,61.50,44.50,110.50,145.50,22.50,109.50,104.00,189.00,22.00,0.00,159.50,48.50,64.00,19.00,9.00,127.00,112.50,98.00,161.00,5.00,64.00,153.50,7.00,13.50,157.50
14,88.00,193.00,47.50,84.50,253.50,89.00,68.00,34.00,190.50,9.00,86.00,74.50,102.00,123.00,115.00,6.50,104.00,65.00,78.00,51.50,125.00,158.50,22.50,115.50,115.50,199.00,22.00,0.00,164.00,48.50,75.00,22.00,13.50,130.00,112.50,98.00,176.00,5.00,72.50,168.00,7.00,13.50,158.00
15,88.00,205.00,54.00,98.00,270.50,96.00,81.50,44.50,198.50,14.00,90.50,74.50,114.00,128.00,116.00,6.50,118.50,67.50,96.00,51.50,141.00,171.50,31.00,132.50,121.00,213.00,22.00,0.00,172.50,48.50,84.50,31.50,13.50,131.00,114.00,105.50,186.50,5.00,89.00,187.50,11.00,13.50,169.00
16,88.00,222.50,70.00,109.00,286.00,107.00,94.00,52.00,207.00,18.00,98.00,74.50,123.00,129.50,116.50,6.50,126.50,67.50,112.50,51.50,155.00,182.00,37.00,146.00,124.00,224.50,22.00,0.00,179.00,49.00,91.50,39.50,13.50,131.00,121.00,124.50,193.00,5.00,104.50,207.50,13.50,13.50,178.50
