# NENANA_MUN_AP
# 1991-2020 climatology of T_avg and DD25 for ACIS station
# Excluded years (more than 5 days of missing data): 1991, 1992, 1993, 1994, 1995, 1996, 1997, 1998, 2003
#
d_since_march1,Tavg_F,dd
0,1.36,0.00
1,1.93,0.00
2,3.29,0.00
3,4.77,0.00
4,8.32,0.00
5,6.91,0.00
6,6.85,0.00
7,7.66,0.00
8,7.07,0.00
9,4.52,0.00
10,6.57,0.00
11,7.57,0.00
12,8.36,0.00
13,9.71,0.00
14,7.83,0.00
15,10.69,0.00
16,8.62,0.00
17,10.83,0.00
18,10.19,0.00
19,11.88,0.00
20,12.71,0.00
21,15.05,0.00
22,18.02,0.00
23,17.48,0.00
24,18.38,0.00
25,15.67,0.00
26,13.57,0.00
27,13.79,0.00
28,15.31,0.00
29,16.40,0.00
30,19.88,0.00
31,21.62,0.00
32,19.88,0.00
33,22.52,0.00
34,25.23,0.23
35,25.76,0.76
36,24.94,0.00
37,25.31,0.31
38,24.33,0.00
39,26.60,1.60
40,27.57,2.57
41,28.40,3.40
42,28.48,3.48
43,29.79,4.79
44,31.24,6.24
45,30.48,5.48
46,31.48,6.48
47,32.71,7.71
48,33.81,8.81
49,34.96,9.96
50,36.83,11.83
51,36.62,11.62
52,38.69,13.69
53,38.67,13.67
54,38.33,13.33
55,37.57,12.57
56,38.93,13.93
57,39.05,14.05
58,39.43,14.43
59,41.24,16.24
60,41.52,16.52
61,41.31,16.31
62,40.55,15.55
63,41.83,16.83
64,42.07,17.07
65,41.44,16.44
66,42.85,17.85
67,43.55,18.55
68,45.24,20.24
69,45.26,20.26
70,46.95,21.95
71,47.17,22.17
72,48.00,23.00
73,47.45,22.45
74,49.19,24.19
75,50.24,25.24
76,50.43,25.43
77,49.31,24.31
78,49.19,24.19
79,51.33,26.33
80,52.52,27.52
81,53.10,28.10
82,53.81,28.81
83,54.24,29.24
84,54.93,29.93
85,54.93,29.93
86,55.00,30.00
87,53.76,28.76
88,53.90,28.90
89,55.60,30.60
90,56.65,31.65
91,56.24,31.24
92,55.79,30.79
93,55.57,30.57
94,55.26,30.26
95,55.50,30.50
96,57.17,32.17
97,57.43,32.43
98,58.83,33.83
99,58.62,33.62
100,58.40,33.40
101,58.93,33.93
102,57.26,32.26
103,57.69,32.69
104,59.33,34.33
105,60.00,35.00
106,60.05,35.05
107,61.69,36.69
108,62.05,37.05
109,61.86,36.86
110,60.76,35.76
111,61.43,36.43
112,61.60,36.60
113,60.79,35.79
114,61.17,36.17
115,61.64,36.64
116,62.17,37.17
117,62.00,37.00
118,60.12,35.12
119,60.45,35.45
120,62.26,37.26
121,61.07,36.07
