# FAIRBANKS_INTL_AP
# Cumulative degree days > 25 starting March 1 from ACIS, gaps filled from climatology
# No years excluded (all years had 10 or fewer days of missing data)
#
d_since_march1,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
10,0.00,10.00,0.00,0.00,32.00,7.50,0.00,0.00,41.00,0.00,4.00,0.00,13.50,0.00,0.00,4.00,4.50,0.00,0.00,0.00,0.00,0.00,0.00,15.00,0.00,10.00,0.00,0.00,22.00,0.00,0.00,0.00,0.00,3.00,0.00,9.00,0.00,0.00,0.00,9.50,0.00,0.00,0.00,1.00,0.00
11,0.00,21.00,0.00,0.00,32.00,7.50,0.00,0.00,47.50,0.00,4.00,0.00,13.50,0.00,0.00,4.00,4.50,0.00,0.00,0.00,0.00,0.00,0.00,15.00,0.00,11.00,0.00,0.00,22.00,0.00,0.00,0.00,0.00,3.00,0.00,9.00,0.00,0.00,0.00,9.50,0.00,0.00,0.00,1.00,0.00
12,0.00,25.50,0.00,0.00,34.50,7.50,0.00,0.00,50.50,0.00,4.00,0.00,13.50,0.00,0.00,4.00,4.50,0.00,0.00,0.00,0.00,0.00,0.00,15.00,0.00,13.00,0.00,0.00,22.00,0.00,0.00,0.00,0.00,3.00,0.00,9.00,0.00,0.00,0.00,9.50,0.00,0.00,0.00,1.00,0.00
13,0.00,28.50,0.00,0.00,34.50,7.50,0.00,0.00,50.50,0.00,4.00,0.00,15.00,0.00,0.00,4.00,6.50,0.00,0.00,0.00,0.00,0.00,0.00,15.00,0.00,13.00,0.00,0.00,22.00,0.00,0.00,0.00,0.00,3.00,1.50,9.00,0.00,0.00,1.50,9.50,0.00,0.00,0.00,1.00,0.00
14,0.00,29.50,0.00,0.00,34.50,7.50,0.00,0.00,50.50,0.00,4.00,0.00,15.00,0.00,0.00,4.00,8.50,0.00,0.00,0.00,0.00,2.00,0.00,15.00,0.00,13.00,0.00,0.00,22.00,0.00,0.00,0.00,0.00,3.00,1.50,9.00,0.00,0.00,1.50,9.50,1.50,0.00,0.00,1.00,0.00
15,0.00,29.50,0.00,0.00,34.50,7.50,0.00,0.00,50.50,0.00,4.00,0.00,15.00,0.00,0.00,4.00,8.50,0.00,0.00,0.00,3.00,2.00,0.00,15.00,0.00,13.00,0.00,0.00,22.00,0.00,0.00,0.00,0.00,3.00,1.50,9.00,0.00,0.00,1.50,18.00,1.50,0.00,0.00,1.00,0.00
16,0.00,38.00,1.50,0.00,34.50,7.50,0.00,0.00,50.50,0.00,6.50,0.00,15.00,0.00,0.00,4.00,8.50,0.00,1.50,0.00,3.00,2.00,0.00,15.00,0.00,13.00,0.00,0.00,22.00,0.00,0.00,0.00,0.00,3.00,1.50,9.00,0.00,0.00,4.00,30.00,1.50,0.00,0.00,1.00,0.00
17,0.00,53.00,6.00,0.00,34.50,9.50,0.00,0.00,50.50,0.00,6.50,0.00,15.00,0.00,0.00,4.00,8.50,0.00,9.50,0.00,3.00,2.00,0.00,15.00,0.00,13.00,0.00,0.00,22.00,0.00,0.00,0.00,0.00,3.00,1.50,9.00,0.00,0.00,4.00,43.00,3.50,0.00,0.00,1.00,0.00
18,0.00,60.50,9.00,0.00,34.50,9.50,0.00,0.00,50.50,0.00,6.50,0.00,22.50,2.00,0.00,4.00,8.50,0.00,17.50,0.00,3.00,2.00,0.00,15.00,0.00,13.00,0.00,0.00,22.00,0.00,0.00,0.00,0.00,3.00,1.50,11.50,0.00,0.00,5.50,44.00,5.50,0.00,0.00,1.00,0.00
19,0.00,67.00,17.50,0.00,34.50,9.50,0.00,0.00,50.50,0.00,6.50,0.00,22.50,2.00,0.00,4.00,8.50,0.00,30.50,0.00,3.00,2.00,0.00,15.00,0.00,13.00,0.00,0.00,22.00,0.00,0.00,0.00,0.00,3.00,1.50,13.50,0.00,0.00,7.00,44.50,14.00,0.00,0.00,1.00,0.00
20,0.50,68.00,22.00,1.50,34.50,9.50,0.00,4.00,50.50,0.00,6.50,0.00,22.50,5.50,0.00,4.00,8.50,0.00,40.00,0.00,3.00,2.00,0.00,15.00,0.00,13.00,0.00,0.00,22.00,0.00,0.00,0.00,0.00,3.00,1.50,15.00,2.00,0.00,7.00,56.50,18.00,0.00,0.00,1.00,2.00
21,0.50,68.00,30.50,5.00,34.50,9.50,0.00,11.00,50.50,0.00,6.50,0.00,22.50,13.50,0.00,4.00,8.50,0.00,42.50,0.00,3.00,2.00,0.00,15.00,0.00,13.00,0.00,0.00,22.00,0.00,0.00,0.00,0.00,3.00,1.50,15.00,3.50,0.00,7.00,71.50,18.00,0.00,0.00,1.00,7.50
22,0.50,68.00,31.50,7.00,34.50,9.50,0.00,17.50,50.50,0.00,6.50,0.00,25.00,13.50,0.00,4.00,8.50,0.00,50.00,3.50,3.00,2.00,0.00,15.00,0.00,13.00,0.00,0.00,22.00,0.00,0.00,0.00,0.00,3.00,1.50,15.00,3.50,0.00,7.00,86.50,20.00,0.00,0.00,1.00,12.50
23,0.50,68.00,31.50,7.00,34.50,9.50,0.00,26.00,50.50,0.00,6.50,5.00,35.00,13.50,7.00,4.00,13.00,0.00,60.50,10.50,5.00,2.00,0.00,15.00,0.00,13.00,0.00,0.00,22.00,0.00,0.00,0.00,0.00,3.00,1.50,15.00,3.50,0.00,7.00,99.50,30.50,0.00,0.00,1.00,24.50
24,1.50,72.00,31.50,7.00,34.50,9.50,0.00,36.50,50.50,0.00,9.00,11.00,42.50,13.50,14.00,4.00,13.00,0.00,68.50,18.50,5.00,2.00,2.50,15.00,0.00,17.50,0.00,0.00,22.00,0.00,0.00,0.00,0.00,3.00,1.50,16.00,13.50,0.00,7.00,112.50,37.50,0.00,1.00,1.00,31.50
25,5.00,76.50,31.50,7.00,34.50,9.50,0.00,41.50,50.50,0.00,16.50,11.00,46.00,13.50,14.00,4.00,20.00,0.00,69.00,18.50,5.00,2.00,2.50,15.00,0.00,17.50,0.00,0.00,22.00,0.00,0.00,0.00,0.00,3.00,2.50,22.50,24.50,0.00,7.00,127.00,37.50,0.00,2.50,1.00,40.00
26,13.50,77.50,31.50,7.00,41.50,9.50,0.00,49.50,50.50,0.00,24.00,11.00,46.00,16.50,14.00,4.00,20.00,0.00,69.00,18.50,5.00,2.00,2.50,15.00,0.00,17.50,0.00,0.00,22.00,0.00,0.00,0.00,0.00,3.00,2.50,32.50,33.50,0.00,7.00,136.00,37.50,0.00,2.50,11.50,46.00
27,13.50,83.00,31.50,7.00,47.00,9.50,0.00,54.00,50.50,0.00,34.50,11.00,46.00,25.00,19.00,4.00,20.00,0.00,69.50,18.50,5.00,2.00,2.50,15.00,0.00,17.50,0.00,0.00,22.00,0.00,9.50,0.00,3.50,3.00,2.50,42.00,43.00,0.00,7.00,146.00,37.50,0.00,6.00,11.50,49.00
28,14.00,91.50,31.50,7.00,57.00,9.50,0.00,65.00,50.50,0.00,48.00,11.00,46.00,30.00,31.50,8.50,20.00,0.00,73.00,18.50,5.00,2.00,2.50,15.00,0.00,17.50,0.00,0.00,22.00,0.00,12.00,5.50,3.50,3.00,2.50,50.00,49.00,0.00,10.00,154.00,37.50,1.00,11.00,11.50,53.50
29,23.00,97.50,31.50,7.00,65.50,9.50,0.00,76.00,51.00,0.00,56.50,11.00,46.00,37.50,45.00,14.50,20.00,0.00,73.00,18.50,10.00,2.00,2.50,15.00,0.00,17.50,0.00,0.00,22.00,0.00,12.00,5.50,3.50,3.00,2.50,58.50,58.00,0.00,10.00,161.00,37.50,4.50,11.00,13.50,60.00
30,33.00,102.50,31.50,7.00,72.00,9.50,0.00,83.00,51.00,0.00,62.00,11.00,46.00,49.00,61.00,23.00,20.00,0.00,73.00,18.50,10.00,2.00,2.50,15.00,0.00,19.50,0.00,0.00,29.00,0.00,13.50,5.50,3.50,6.00,2.50,62.50,72.50,4.50,10.00,174.00,37.50,4.50,11.00,13.50,70.00
31,47.50,106.50,31.50,7.50,82.00,9.50,0.00,87.00,51.00,0.00,67.00,11.00,46.00,60.00,77.50,32.50,20.00,0.00,78.00,27.00,16.50,2.00,2.50,15.00,0.00,19.50,0.00,0.00,43.00,0.00,21.00,5.50,3.50,10.50,4.00,65.50,79.50,18.00,12.00,186.00,37.50,4.50,11.00,13.50,76.00
32,61.00,111.50,31.50,10.50,86.00,9.50,0.00,92.00,51.00,0.00,72.00,11.00,46.00,72.00,95.00,40.50,20.00,0.00,83.50,27.00,23.50,2.00,2.50,15.00,0.00,19.50,0.50,0.00,55.00,0.00,30.50,5.50,3.50,10.50,4.00,65.50,83.50,27.00,12.00,193.00,37.50,4.50,11.00,13.50,76.00
33,73.00,114.00,31.50,20.00,96.00,9.50,0.00,94.00,51.00,0.00,80.00,14.50,46.00,82.00,100.50,48.50,20.00,0.00,90.00,27.00,27.00,13.50,2.50,15.00,0.00,19.50,0.50,0.00,69.00,0.00,38.50,9.50,3.50,10.50,4.00,65.50,94.50,37.00,12.00,193.00,40.00,4.50,11.00,13.50,76.00
34,82.00,116.50,31.50,33.50,107.50,9.50,0.00,94.00,51.00,0.00,93.50,18.00,46.00,91.00,109.50,65.00,22.00,5.50,100.00,27.00,27.00,18.50,2.50,15.00,0.00,19.50,10.00,3.00,82.50,0.00,49.00,14.00,3.50,10.50,7.50,67.50,106.50,51.00,12.00,193.00,43.00,4.50,11.00,17.50,79.00
35,86.00,116.50,36.50,46.00,117.00,9.50,0.00,94.00,51.00,0.00,101.00,18.00,46.00,99.00,116.00,77.00,25.00,19.00,108.00,29.00,27.00,19.00,2.50,15.00,4.50,19.50,11.50,6.00,84.50,0.00,60.50,20.00,11.00,10.50,11.00,67.50,122.50,62.50,14.00,197.00,46.50,4.50,11.00,17.50,86.50
36,88.50,116.50,51.00,55.00,119.50,9.50,0.00,99.50,51.00,0.00,110.00,18.00,48.50,110.00,125.50,85.50,37.00,36.00,121.00,29.00,27.00,19.50,2.50,15.00,15.00,27.00,11.50,12.50,84.50,0.00,71.00,20.00,15.50,10.50,15.00,74.50,136.50,72.00,15.00,204.00,46.50,4.50,11.00,17.50,93.00
37,93.50,116.50,61.50,63.00,121.00,10.50,0.00,106.00,51.00,1.00,122.00,24.50,48.50,122.50,131.00,94.00,38.50,53.50,137.00,29.00,27.00,23.50,2.50,15.00,28.00,31.50,13.50,27.50,84.50,0.00,76.00,20.00,18.50,10.50,15.00,90.50,152.00,75.00,15.00,219.50,46.50,4.50,13.00,17.50,101.00
38,103.00,118.00,66.50,67.00,123.00,10.50,0.00,114.50,51.00,9.50,138.00,28.50,48.50,136.50,132.50,100.50,38.50,66.00,146.00,29.00,27.00,28.00,2.50,15.00,40.00,37.00,20.50,40.00,84.50,0.00,77.50,31.50,26.50,10.50,15.00,99.50,164.50,81.50,18.50,234.50,46.50,4.50,13.00,17.50,106.50
39,106.00,118.00,70.50,70.50,123.00,10.50,0.00,123.50,51.00,16.50,149.00,31.50,54.50,149.00,135.00,115.00,38.50,79.00,156.50,29.00,27.00,31.50,2.50,17.50,53.00,44.50,29.00,55.00,86.50,3.00,77.50,34.50,32.00,10.50,15.00,111.00,179.50,89.00,26.50,250.50,46.50,4.50,13.00,17.50,114.50
40,106.00,118.00,70.50,70.50,123.00,10.50,0.00,129.00,54.00,27.50,159.50,33.00,54.50,164.00,135.00,129.00,44.50,94.00,170.00,36.00,27.00,41.00,2.50,27.00,62.00,54.00,38.50,65.50,86.50,5.50,84.00,36.00,39.50,10.50,15.00,121.00,199.00,99.50,38.50,265.50,46.50,4.50,13.00,17.50,119.50
41,106.00,119.50,74.50,70.50,123.00,10.50,0.00,135.00,65.50,39.00,173.50,40.00,54.50,176.50,135.00,146.00,55.50,113.00,183.50,48.00,32.00,58.00,2.50,39.00,71.50,56.50,38.50,75.00,86.50,16.50,97.50,39.00,50.50,10.50,15.00,128.00,217.50,108.50,53.50,281.00,48.00,4.50,13.00,17.50,128.00
42,106.00,122.50,74.50,73.00,123.00,10.50,0.00,145.00,80.50,53.00,186.00,45.00,54.50,191.50,135.00,160.00,62.50,126.00,195.50,51.00,42.50,66.50,2.50,53.00,84.00,58.50,38.50,85.00,86.50,25.50,112.00,39.00,62.50,10.50,16.50,136.50,233.00,119.50,63.00,298.00,55.50,15.50,18.00,17.50,138.00
43,112.50,122.50,74.50,73.00,129.50,10.50,0.00,149.50,96.50,66.00,197.50,53.50,54.50,209.50,135.00,174.00,68.50,133.00,206.50,56.00,54.50,71.50,2.50,66.00,95.50,62.50,40.50,95.50,86.50,34.00,124.00,39.00,79.50,10.50,27.00,147.00,244.00,130.50,73.00,314.50,65.00,27.00,22.50,17.50,141.50
44,120.00,122.50,74.50,87.00,129.50,10.50,6.50,164.00,111.00,79.00,209.00,69.00,54.50,225.50,135.00,188.00,77.50,134.50,225.50,66.00,68.50,79.50,2.50,75.50,103.50,66.50,40.50,108.50,87.50,39.00,131.50,42.50,97.00,10.50,37.50,155.00,258.00,142.50,77.00,330.50,76.50,37.00,29.00,17.50,143.00
45,130.00,122.50,78.00,103.00,136.00,15.50,15.00,178.50,125.00,94.00,222.50,84.00,62.50,241.50,135.00,199.50,79.00,134.50,244.50,78.50,74.50,90.00,2.50,86.50,113.50,70.50,40.50,123.50,87.50,47.50,142.50,47.50,116.00,10.50,51.50,165.00,273.00,151.00,78.00,344.50,90.50,50.00,33.50,18.50,150.45
46,142.00,123.00,81.00,115.00,139.00,19.50,26.50,188.00,141.50,110.00,235.00,97.50,82.00,263.00,135.00,214.50,89.50,134.50,262.00,91.00,79.00,99.50,2.50,98.50,126.50,74.00,40.50,139.00,87.50,58.00,155.00,51.50,135.50,10.50,65.50,178.00,284.00,156.00,84.00,358.00,103.00,58.50,35.50,20.00,158.18
47,155.50,125.50,83.00,130.00,139.00,29.00,39.00,192.50,157.50,125.50,250.00,112.50,94.50,280.00,135.00,230.50,108.00,134.50,281.50,109.50,81.50,111.00,11.00,113.50,139.50,74.00,46.00,155.00,87.50,65.00,177.50,56.00,154.50,10.50,81.00,194.00,299.50,159.50,92.00,362.50,116.50,71.00,35.50,20.00,167.51
48,171.00,135.50,83.50,145.50,139.00,29.50,49.50,202.00,173.00,140.50,266.00,126.00,106.00,301.00,149.00,248.50,120.00,134.50,302.50,134.00,82.00,117.50,22.50,129.50,154.00,74.00,50.00,174.50,93.00,73.00,198.00,64.00,172.50,10.50,98.50,210.50,316.00,164.50,100.00,366.50,133.50,90.50,37.50,20.00,178.74
49,183.00,149.50,83.50,160.00,139.00,29.50,55.50,215.00,188.50,156.50,285.50,137.50,118.50,319.50,166.50,265.00,136.00,136.00,320.00,158.50,92.00,124.00,27.50,143.00,166.50,74.00,53.50,193.00,100.00,83.00,222.00,75.00,191.00,10.50,113.50,234.00,333.50,166.50,104.50,373.00,150.50,108.00,45.00,23.50,190.41
50,192.00,164.00,86.00,175.50,149.50,32.50,58.50,231.50,206.00,171.00,302.50,155.00,134.50,336.00,185.00,283.50,156.00,139.50,336.00,185.50,108.00,137.50,34.00,157.50,180.50,79.00,62.00,212.50,121.50,92.50,243.00,81.50,211.50,10.50,132.50,249.00,351.50,172.50,104.50,381.00,165.00,118.50,53.50,32.50,204.06
51,204.00,179.00,86.00,193.00,167.50,38.50,68.00,246.50,223.50,180.50,319.00,168.50,147.00,353.50,209.50,301.00,174.00,148.50,350.50,205.50,125.00,156.00,39.00,174.50,195.00,88.50,72.00,231.50,141.00,101.50,262.00,88.50,227.00,11.50,154.50,259.00,375.00,181.50,109.50,397.00,178.00,128.00,62.00,40.00,218.29
52,219.00,196.50,89.00,212.00,177.50,42.00,80.50,263.00,237.00,192.00,333.50,184.50,162.00,375.00,232.00,325.00,194.50,162.50,368.00,221.50,140.00,170.50,39.00,194.50,210.00,106.50,85.50,251.50,159.00,111.00,278.50,102.00,246.00,14.00,176.00,270.00,399.00,196.00,121.00,416.50,188.00,144.00,76.00,40.00,233.96
53,233.00,212.00,99.00,234.00,183.00,48.50,93.00,279.00,254.00,211.50,351.50,200.00,177.00,396.50,254.50,343.00,209.50,183.00,385.50,237.50,150.50,185.50,39.00,216.50,227.00,124.50,100.50,272.00,178.50,124.50,295.00,124.50,264.50,21.00,196.00,283.50,425.50,212.50,138.50,423.00,198.00,164.00,91.50,40.00,249.98
54,247.00,229.50,113.50,259.50,189.00,59.00,103.00,289.00,275.00,232.00,371.00,219.00,189.00,413.50,278.50,363.00,217.50,205.50,404.50,246.00,160.50,196.00,39.00,239.50,243.50,140.00,116.00,293.00,193.00,136.50,308.00,145.00,283.00,29.50,214.00,301.50,448.50,233.00,153.00,434.50,205.00,185.50,105.00,40.00,265.33
55,265.00,247.50,129.50,285.50,195.50,70.00,114.50,298.50,295.50,251.00,386.00,237.00,198.00,427.50,304.00,380.50,230.00,231.50,416.00,249.00,172.00,210.50,43.50,261.00,262.00,162.50,127.50,313.00,199.50,150.00,326.00,162.50,303.00,29.50,232.00,319.50,476.50,252.50,169.00,447.50,210.50,207.00,122.50,42.00,280.50
56,289.00,265.00,143.50,307.50,205.00,80.00,127.00,316.00,318.00,269.00,399.50,254.50,211.00,442.50,330.50,400.50,244.50,257.50,423.50,254.50,186.00,227.00,58.00,286.50,279.50,187.50,137.50,332.50,204.50,171.00,353.00,181.00,323.50,29.50,252.00,340.00,505.00,267.00,181.00,462.50,220.50,226.50,139.00,48.50,297.00
57,309.00,279.50,162.50,326.50,216.00,88.00,141.00,331.00,339.00,287.00,415.00,273.00,219.00,460.50,354.00,416.00,261.50,281.50,442.50,264.50,201.50,240.50,70.00,312.00,297.50,212.50,147.50,347.00,215.50,192.50,381.00,196.00,345.00,29.50,273.50,366.00,530.50,283.50,193.50,476.00,232.50,242.00,159.00,60.00,313.90
58,328.00,292.50,181.50,347.00,236.50,97.00,156.00,348.50,363.00,312.00,426.50,290.50,224.00,484.50,374.00,430.50,278.00,304.00,455.50,278.50,220.50,255.00,82.50,327.00,311.00,238.00,160.50,359.00,226.50,215.00,407.50,216.00,363.50,29.50,295.50,384.50,554.50,301.00,205.00,493.00,244.00,257.50,178.00,73.00,330.13
59,346.50,308.00,195.00,366.00,257.50,109.00,174.50,369.00,384.00,334.50,440.00,310.00,231.00,509.00,396.50,450.00,294.50,330.00,466.00,295.00,240.00,268.00,100.50,341.50,332.50,267.50,168.50,374.00,240.50,244.00,433.00,233.00,383.00,32.00,315.00,401.50,575.00,318.50,221.00,514.50,252.50,273.50,198.50,87.50,347.78
60,364.00,330.00,204.00,386.00,279.00,122.00,194.50,391.50,397.50,358.00,455.50,334.00,238.50,532.50,417.50,476.50,310.00,352.50,479.50,308.50,257.50,278.00,122.00,355.00,357.00,297.50,180.00,389.00,251.00,274.50,451.00,252.00,396.50,39.50,338.00,420.00,595.00,336.50,234.00,540.50,261.50,283.00,215.50,106.00,365.70
61,384.50,347.00,215.50,405.50,300.50,133.50,216.00,418.50,411.50,382.50,477.00,354.00,242.50,556.00,438.00,507.00,321.50,372.00,496.50,315.50,277.00,284.50,134.00,374.00,381.50,325.00,194.50,406.50,264.00,306.00,471.50,270.00,400.00,44.00,364.00,436.50,619.50,354.00,246.00,568.00,276.00,296.50,231.50,125.50,383.17
62,406.00,360.50,224.00,421.00,310.50,147.50,237.00,441.50,427.50,401.00,498.50,373.50,242.50,579.00,462.50,542.00,332.00,396.50,509.50,323.50,295.50,286.50,141.00,392.50,401.50,346.50,213.00,431.00,288.50,339.00,493.50,282.50,403.00,48.50,395.50,455.50,640.50,373.50,256.00,590.50,292.00,316.50,250.50,142.00,400.69
63,426.50,376.00,235.50,430.50,324.50,166.00,258.00,459.00,448.50,423.00,518.00,396.00,242.50,602.00,481.00,571.50,346.00,419.50,520.50,333.50,312.00,287.00,147.00,407.50,428.50,370.00,230.50,461.00,314.50,369.50,515.00,299.00,410.00,56.00,428.00,476.00,664.00,394.00,271.00,605.00,309.50,342.00,269.50,156.00,418.59
64,447.00,401.00,248.00,447.00,342.50,183.00,275.00,473.50,472.00,441.50,541.50,419.50,242.50,623.50,498.00,597.00,361.00,441.50,533.50,341.50,323.50,291.00,152.50,423.50,453.50,394.00,251.00,486.50,338.00,393.50,535.50,315.00,428.00,59.00,456.50,500.00,686.50,416.00,286.00,621.50,333.50,369.00,289.50,171.00,436.37
65,476.00,426.00,265.00,466.00,359.50,198.00,294.00,491.00,493.00,456.50,560.50,450.00,244.00,649.50,518.50,620.50,383.00,465.50,556.50,354.00,334.00,303.00,167.50,443.00,476.00,415.50,269.00,503.50,361.00,411.50,545.00,333.00,446.00,65.50,471.50,522.50,707.00,438.50,303.50,636.00,355.50,390.50,308.00,189.00,454.60
66,500.00,452.00,289.00,488.00,376.00,212.50,316.00,514.00,516.50,475.00,580.50,477.50,255.00,671.00,540.50,646.00,406.50,484.00,579.00,370.00,351.50,318.50,179.50,461.00,498.00,440.00,287.00,520.00,381.50,426.50,564.50,351.50,464.50,70.00,491.00,542.50,734.50,463.00,318.50,651.50,378.50,417.00,326.00,207.50,473.72
67,526.50,477.00,311.50,510.00,393.00,227.50,336.00,542.50,539.00,500.00,604.00,500.50,270.50,689.50,562.00,671.00,429.50,502.50,598.00,386.50,372.00,334.50,193.50,481.50,515.50,468.50,304.50,538.50,403.00,445.50,588.00,362.00,488.00,78.00,511.00,566.00,757.50,487.50,334.00,675.50,406.50,442.50,345.00,225.00,493.65
68,551.50,509.50,335.50,534.00,413.00,248.50,355.50,566.50,567.00,515.00,629.50,525.50,282.00,712.00,583.00,700.00,450.00,523.00,615.50,403.50,388.50,351.00,214.00,503.00,533.50,501.50,323.00,557.00,427.00,467.50,608.00,376.50,507.50,89.00,532.50,592.00,782.00,515.50,358.00,700.00,439.00,467.50,360.00,246.50,514.97
69,573.00,541.00,360.00,558.50,431.00,258.50,374.00,591.50,595.50,526.00,659.00,552.00,293.50,732.50,610.50,733.00,470.00,549.00,641.00,422.50,399.00,368.00,231.00,528.50,549.00,535.50,342.50,575.00,451.00,485.00,627.00,394.00,526.50,106.50,552.50,619.00,807.00,540.00,386.50,726.00,472.00,495.50,371.00,267.00,537.14
70,594.50,568.50,385.00,586.00,442.50,269.00,388.50,613.00,627.00,539.50,689.50,570.50,303.50,755.00,637.00,769.00,496.00,572.00,660.50,446.00,412.50,380.50,247.00,551.50,568.00,571.50,367.00,593.00,481.50,502.50,649.50,406.50,546.00,126.50,575.50,643.50,833.00,566.00,420.00,757.00,509.50,524.50,383.50,290.50,560.21
71,613.00,591.00,404.50,614.00,450.50,281.50,412.00,637.00,662.00,552.50,720.00,589.50,313.50,776.50,666.00,814.00,524.00,599.00,676.50,469.50,429.50,391.00,263.00,570.50,589.50,609.50,390.50,611.50,512.00,519.50,672.50,421.00,570.50,148.50,603.00,667.00,864.00,592.00,447.50,779.50,546.00,555.50,399.50,316.50,583.84
72,634.50,612.50,423.00,641.50,464.00,297.50,427.00,660.50,691.00,565.00,749.00,609.00,323.50,800.50,695.50,852.50,555.50,625.00,693.00,496.50,446.00,407.50,282.00,589.00,613.00,644.00,413.00,625.00,537.50,536.50,697.50,438.00,593.00,168.00,633.00,694.00,900.00,619.50,471.50,805.00,575.50,582.50,414.50,342.00,607.61
73,661.50,639.50,442.50,672.00,483.50,316.50,439.50,683.50,723.00,586.50,777.00,632.00,335.00,831.50,723.50,891.00,589.50,646.00,709.00,523.00,460.00,428.00,303.50,608.50,640.00,681.00,436.50,641.00,562.00,559.00,718.00,456.50,613.50,172.50,656.00,724.00,937.50,643.00,492.50,832.00,602.50,610.50,430.50,369.50,631.23
