# HOMER_AIRPORT
# 1991-2020 climatology of T_avg and DD20 for ACIS station
# Excluded years (more than 5 days of missing data): 2016
#
d_since_march1,Tavg_F,dd
0,25.97,5.97
1,26.84,6.84
2,26.69,6.69
3,26.21,6.21
4,27.71,7.71
5,27.84,7.84
6,29.03,9.03
7,29.12,9.12
8,27.55,7.55
9,27.72,7.72
10,27.84,7.84
11,27.28,7.28
12,27.29,7.29
13,27.52,7.52
14,27.79,7.79
15,28.31,8.31
16,28.66,8.66
17,29.21,9.21
18,28.53,8.53
19,28.47,8.47
20,29.24,9.24
21,29.84,9.84
22,31.03,11.03
23,31.62,11.62
24,32.16,12.16
25,32.36,12.36
26,31.33,11.33
27,32.74,12.74
28,32.62,12.62
29,31.36,11.36
30,32.90,12.90
31,33.38,13.38
32,34.19,14.19
33,34.79,14.79
34,35.22,15.22
35,35.79,15.79
36,34.78,14.78
37,34.91,14.91
38,35.12,15.12
39,35.31,15.31
40,36.45,16.45
41,35.69,15.69
42,36.41,16.41
43,36.07,16.07
44,37.41,17.41
45,37.59,17.59
46,37.59,17.59
47,38.34,18.34
48,39.50,19.50
49,39.43,19.43
50,39.41,19.41
51,39.53,19.53
52,40.60,20.60
53,40.05,20.05
54,40.50,20.50
55,40.74,20.74
56,41.40,21.40
57,41.50,21.50
58,41.67,21.67
59,41.74,21.74
60,41.69,21.69
61,41.26,21.26
62,41.64,21.64
63,41.57,21.57
64,41.91,21.91
65,42.07,22.07
66,42.64,22.64
67,42.67,22.67
68,42.41,22.41
69,44.02,24.02
70,43.90,23.90
71,44.02,24.02
72,43.86,23.86
73,44.09,24.09
74,45.05,25.05
75,44.59,24.59
76,44.91,24.91
77,44.69,24.69
78,44.79,24.79
79,45.31,25.31
80,45.74,25.74
81,45.97,25.97
82,47.10,27.10
83,47.53,27.53
84,47.22,27.22
85,47.60,27.60
86,47.60,27.60
87,48.28,28.28
88,48.97,28.97
89,49.34,29.34
90,48.74,28.74
91,48.91,28.91
92,48.67,28.67
93,48.81,28.81
94,49.48,29.48
95,50.33,30.33
96,50.19,30.19
97,49.78,29.78
98,49.76,29.76
99,50.09,30.09
100,49.07,29.07
101,50.09,30.09
102,50.91,30.91
103,50.48,30.48
104,50.79,30.79
105,50.57,30.57
106,51.02,31.02
107,51.45,31.45
108,52.09,32.09
109,52.43,32.43
110,52.31,32.31
111,52.60,32.60
112,52.48,32.48
113,52.17,32.17
114,51.67,31.67
115,52.59,32.59
116,53.14,33.14
117,53.16,33.16
118,53.12,33.12
119,54.00,34.00
120,54.00,34.00
121,53.31,33.31
