# NENANA_MUN_AP
# 1991-2020 climatology of T_avg and DD20 for ACIS station
# Excluded years (more than 5 days of missing data): 1991, 1992, 1993, 1994, 1995, 1996, 1997, 1998, 2003
#
d_since_march1,Tavg_F,dd
0,1.36,0.00
1,1.93,0.00
2,3.29,0.00
3,4.77,0.00
4,8.32,0.00
5,6.91,0.00
6,6.85,0.00
7,7.66,0.00
8,7.07,0.00
9,4.52,0.00
10,6.57,0.00
11,7.57,0.00
12,8.36,0.00
13,9.71,0.00
14,7.83,0.00
15,10.69,0.00
16,8.62,0.00
17,10.83,0.00
18,10.19,0.00
19,11.88,0.00
20,12.71,0.00
21,15.05,0.00
22,18.02,0.00
23,17.48,0.00
24,18.38,0.00
25,15.67,0.00
26,13.57,0.00
27,13.79,0.00
28,15.31,0.00
29,16.40,0.00
30,19.88,0.00
31,21.62,1.62
32,19.88,0.00
33,22.52,2.52
34,25.23,5.23
35,25.76,5.76
36,24.94,4.94
37,25.31,5.31
38,24.33,4.33
39,26.60,6.60
40,27.57,7.57
41,28.40,8.40
42,28.48,8.48
43,29.79,9.79
44,31.24,11.24
45,30.48,10.48
46,31.48,11.48
47,32.71,12.71
48,33.81,13.81
49,34.96,14.96
50,36.83,16.83
51,36.62,16.62
52,38.69,18.69
53,38.67,18.67
54,38.33,18.33
55,37.57,17.57
56,38.93,18.93
57,39.05,19.05
58,39.43,19.43
59,41.24,21.24
60,41.52,21.52
61,41.31,21.31
62,40.55,20.55
63,41.83,21.83
64,42.07,22.07
65,41.44,21.44
66,42.85,22.85
67,43.55,23.55
68,45.24,25.24
69,45.26,25.26
70,46.95,26.95
71,47.17,27.17
72,48.00,28.00
73,47.45,27.45
74,49.19,29.19
75,50.24,30.24
76,50.43,30.43
77,49.31,29.31
78,49.19,29.19
79,51.33,31.33
80,52.52,32.52
81,53.10,33.10
82,53.81,33.81
83,54.24,34.24
84,54.93,34.93
85,54.93,34.93
86,55.00,35.00
87,53.76,33.76
88,53.90,33.90
89,55.60,35.60
90,56.65,36.65
91,56.24,36.24
92,55.79,35.79
93,55.57,35.57
94,55.26,35.26
95,55.50,35.50
96,57.17,37.17
97,57.43,37.43
98,58.83,38.83
99,58.62,38.62
100,58.40,38.40
101,58.93,38.93
102,57.26,37.26
103,57.69,37.69
104,59.33,39.33
105,60.00,40.00
106,60.05,40.05
107,61.69,41.69
108,62.05,42.05
109,61.86,41.86
110,60.76,40.76
111,61.43,41.43
112,61.60,41.60
113,60.79,40.79
114,61.17,41.17
115,61.64,41.64
116,62.17,42.17
117,62.00,42.00
118,60.12,40.12
119,60.45,40.45
120,62.26,42.26
121,61.07,41.07
