# MCGRATH_AP
# 1991-2020 climatology of T_avg and DD20 for ACIS station
# No years excluded (all years had 5 or fewer days of missing data)
#
d_since_march1,Tavg_F,dd
0,5.05,0.00
1,5.02,0.00
2,5.90,0.00
3,7.50,0.00
4,9.25,0.00
5,8.57,0.00
6,9.17,0.00
7,9.72,0.00
8,8.48,0.00
9,7.57,0.00
10,8.53,0.00
11,9.03,0.00
12,9.67,0.00
13,9.08,0.00
14,8.13,0.00
15,8.85,0.00
16,12.12,0.00
17,9.68,0.00
18,10.92,0.00
19,11.68,0.00
20,13.50,0.00
21,13.83,0.00
22,14.87,0.00
23,16.75,0.00
24,17.40,0.00
25,15.87,0.00
26,14.00,0.00
27,15.78,0.00
28,17.82,0.00
29,17.27,0.00
30,20.15,0.15
31,22.77,2.77
32,23.83,3.83
33,24.62,4.62
34,24.67,4.67
35,24.75,4.75
36,24.07,4.07
37,25.08,5.08
38,25.10,5.10
39,26.83,6.83
40,28.03,8.03
41,26.75,6.75
42,28.38,8.38
43,29.73,9.73
44,31.15,11.15
45,29.95,9.95
46,30.10,10.10
47,32.22,12.22
48,34.10,14.10
49,34.52,14.52
50,35.38,15.38
51,36.72,16.72
52,37.60,17.60
53,37.93,17.93
54,38.15,18.15
55,38.47,18.47
56,38.67,18.67
57,39.23,19.23
58,38.95,18.95
59,39.83,19.83
60,40.23,20.23
61,39.72,19.72
62,39.82,19.82
63,39.93,19.93
64,40.02,20.02
65,41.32,21.32
66,42.40,22.40
67,43.20,23.20
68,42.62,22.62
69,44.35,24.35
70,45.55,25.55
71,45.77,25.77
72,47.35,27.35
73,46.37,26.37
74,47.45,27.45
75,48.00,28.00
76,48.90,28.90
77,48.63,28.63
78,48.87,28.87
79,49.47,29.47
80,50.07,30.07
81,50.68,30.68
82,51.18,31.18
83,51.87,31.87
84,52.28,32.28
85,52.68,32.68
86,52.82,32.82
87,53.05,33.05
88,54.02,34.02
89,55.02,35.02
90,55.40,35.40
91,54.95,34.95
92,54.42,34.42
93,54.43,34.43
94,55.67,35.67
95,55.60,35.60
96,56.52,36.52
97,57.45,37.45
98,56.82,36.82
99,55.92,35.92
100,55.80,35.80
101,55.67,35.67
102,56.47,36.47
103,56.62,36.62
104,57.92,37.92
105,58.13,38.13
106,58.33,38.33
107,59.27,39.27
108,59.88,39.88
109,59.62,39.62
110,60.05,40.05
111,60.00,40.00
112,59.45,39.45
113,59.25,39.25
114,60.23,40.23
115,59.28,39.28
116,59.35,39.35
117,60.02,40.02
118,60.60,40.60
119,60.60,40.60
120,61.43,41.43
121,60.72,40.72
